tblkey,Module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,Comments,year,semester,N
9193,PSYC641,redacted,10384,BSc (Hons) Psychology Stage 2,redacted,person 911,2,3,3,,2017,2,147
9251,PSYC641,redacted,9677,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
9261,PSYC641,redacted,9448,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
9271,PSYC641,redacted,9008,BSc (Hons) Psychology Stage 4,redacted,person 911,4,5,5,,2017,2,147
9301,PSYC641,redacted,9504,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
9311,PSYC641,redacted,9563,BSc (Hons) Psychology Stage 4,redacted,person 911,4,5,4,,2017,2,147
9321,PSYC641,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,person 911,4,4,4,,2017,2,147
9427,PSYC641,redacted,9409,BSc (Hons) Psychology Stage 4,redacted,person 911,4,4,4,,2017,2,147
9451,PSYC641,redacted,8953,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
9461,PSYC641,redacted,9247,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,person 911,4,5,5,,2017,2,147
9489,PSYC641,redacted,8886,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
9684,PSYC641,redacted,9032,BSc (Hons) Psychology Stage 4,redacted,person 911,1,2,1,,2017,2,147
9692,PSYC641,redacted,9005,BSc (Hons) Psychology Stage 4,redacted,person 911,2,1,2,,2017,2,147
9808,PSYC641,redacted,9649,BSc (Hons) Psychology Stage 4,redacted,person 911,1,3,3,,2017,2,147
10053,PSYC641,redacted,9523,BSc (Hons) Psychology Stage 4,redacted,person 911,4,4,4,,2017,2,147
10192,PSYC641,redacted,9416,MPsych Advanced Psychology,redacted,person 911,2,2,2,,2017,2,147
10308,PSYC641,redacted,9418,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
10318,PSYC641,redacted,8997,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
10536,PSYC641,redacted,8963,BSc (Hons) Psychology Stage 4,redacted,person 911,1,1,1,,2017,2,147
10578,PSYC641,redacted,8924,BSc (Hons) Psychology Stage 4,redacted,person 911,3,3,2,,2017,2,147
10588,PSYC641,redacted,9497,BSc (Hons) Psychology Stage 4,redacted,person 911,5,5,5,,2017,2,147
10605,PSYC641,redacted,0,,redacted,person 911,5,5,5,,2017,2,147
8645,PSYC069,redacted,9500,BSc (Hons) Psychology Stage 4,redacted,person 911,4,3,4,,2017,2,147
9069,PSYC069,redacted,9154,BSc (Hons) Psychology Stage 4,redacted,person 911,3,3,3,,2017,2,147
8444,PSYC172,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
8468,PSYC172,redacted,9451,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
8478,PSYC172,redacted,9692,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,person 430,4,4,4,,2017,2,183
8507,PSYC172,redacted,9140,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
8579,PSYC172,redacted,8926,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
8587,PSYC172,redacted,9175,MPsych Advanced Psychology,redacted,person 430,5,5,5,,2017,2,183
8638,PSYC172,redacted,9500,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
8688,PSYC172,redacted,9079,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
8712,PSYC172,redacted,9052,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,person 430,4,4,4,,2017,2,183
8802,PSYC172,redacted,9497,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
8830,PSYC172,redacted,9053,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
8870,PSYC172,redacted,9730,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,5,,2017,2,183
8938,PSYC172,redacted,8951,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
8968,PSYC172,redacted,8970,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
8999,PSYC172,redacted,9143,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9050,PSYC172,redacted,9154,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
9094,PSYC172,redacted,8927,BSc (Hons) Psychology Stage 4,redacted,person 430,4,5,5,,2017,2,183
9192,PSYC172,redacted,10384,BSc (Hons) Psychology Stage 2,redacted,person 430,4,3,3,,2017,2,183
9250,PSYC172,redacted,9677,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9260,PSYC172,redacted,9448,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
9270,PSYC172,redacted,9008,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
9300,PSYC172,redacted,9504,BSc (Hons) Psychology Stage 4,redacted,person 430,4,3,4,,2017,2,183
9310,PSYC172,redacted,9563,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9320,PSYC172,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9426,PSYC172,redacted,9409,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9450,PSYC172,redacted,8953,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
9460,PSYC172,redacted,9247,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 4,redacted,person 430,4,5,5,,2017,2,183
9488,PSYC172,redacted,8886,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
9683,PSYC172,redacted,9032,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9691,PSYC172,redacted,9005,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
9807,PSYC172,redacted,9649,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
10052,PSYC172,redacted,9523,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
10191,PSYC172,redacted,9416,MPsych Advanced Psychology,redacted,person 430,4,4,4,,2017,2,183
10307,PSYC172,redacted,9418,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
10317,PSYC172,redacted,8997,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
10535,PSYC172,redacted,8963,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
10577,PSYC172,redacted,8924,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
10587,PSYC172,redacted,9497,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
10604,PSYC172,redacted,0,,redacted,person 430,5,5,5,,2017,2,183
8459,PSYC002,redacted,9020,BSc (Hons) Psychology Stage 4,redacted,person 430,4,4,4,,2017,2,183
9277,PSYC002,redacted,9008,BSc (Hons) Psychology Stage 4,redacted,person 430,5,5,5,,2017,2,183
7826,PSYC894,redacted,10480,BSc (Hons) Psychology Stage 1,redacted,person 236,5,4,4,,2017,2,219
7860,PSYC894,redacted,10468,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
7894,PSYC894,redacted,10117,BSc (Hons) Psychology Stage 1,redacted,person 236,5,4,4,,2017,2,219
7914,PSYC894,redacted,10631,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
7961,PSYC894,redacted,10700,BSc (Hons) Psychology Stage 1,redacted,person 236,4,5,4,,2017,2,219
7983,PSYC894,redacted,10707,BSc (Hons) Psychology Stage 1,redacted,person 236,3,3,3,,2017,2,219
7997,PSYC894,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,3,,2017,2,219
8018,PSYC894,redacted,10617,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
8032,PSYC894,redacted,10587,BSc (Hons) Psychology Stage 1,redacted,person 236,2,2,2,,2017,2,219
8039,PSYC894,redacted,10561,BSc (Hons) Psychology Stage 1,redacted,person 236,4,5,4,,2017,2,219
8053,PSYC894,redacted,10602,BSc (Hons) Psychology Stage 1,redacted,person 236,4,2,3,,2017,2,219
8174,PSYC894,redacted,10462,MPsych Advanced Psychology,redacted,person 236,4,4,4,,2017,2,219
8188,PSYC894,redacted,10651,BSc (Hons) Psychology Stage 1,redacted,person 236,5,4,4,,2017,2,219
8202,PSYC894,redacted,10454,BSc (Hons) Psychology Stage 1,redacted,person 236,4,5,4,,2017,2,219
8216,PSYC894,redacted,10713,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,3,,2017,2,219
8230,PSYC894,redacted,10627,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,5,,2017,2,219
8244,PSYC894,redacted,10608,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
8258,PSYC894,redacted,10590,BSc (Hons) Psychology Stage 1,redacted,person 236,5,4,5,,2017,2,219
8272,PSYC894,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
8286,PSYC894,redacted,10527,MPsych Advanced Psychology,redacted,person 236,4,3,4,,2017,2,219
8307,PSYC894,redacted,10673,MPsych Advanced Psychology,redacted,person 236,5,5,5,,2017,2,219
8321,PSYC894,redacted,10663,MPsych Advanced Psychology,redacted,person 236,3,2,2,,2017,2,219
8335,PSYC894,redacted,10413,MPsych Advanced Psychology,redacted,person 236,4,4,4,,2017,2,219
8349,PSYC894,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,person 236,0,0,0,,2017,2,219
8391,PSYC894,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
8405,PSYC894,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,person 236,4,2,3,,2017,2,219
8531,PSYC894,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,4,,2017,2,219
8631,PSYC894,redacted,10612,BSc (Hons) Psychology Stage 1,redacted,person 236,5,3,4,,2017,2,219
8817,PSYC894,redacted,10504,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,4,,2017,2,219
8983,PSYC894,redacted,10488,BSc (Hons) Psychology Stage 1,redacted,person 236,5,4,3,,2017,2,219
9007,PSYC894,redacted,10737,BSc (Hons) Psychology Stage 1,redacted,person 236,5,1,3,,2017,2,219
9118,PSYC894,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
9243,PSYC894,redacted,10483,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
9357,PSYC894,redacted,10624,BSc (Hons) Psychology Stage 1,redacted,person 236,5,5,5,,2017,2,219
9371,PSYC894,redacted,10600,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
9419,PSYC894,redacted,10710,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,4,,2017,2,219
9443,PSYC894,redacted,10800,BSc (Hons) Psychology Stage 1,redacted,person 236,5,5,5,,2017,2,219
9505,PSYC894,redacted,10695,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,5,,2017,2,219
9519,PSYC894,redacted,10640,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
9547,PSYC894,redacted,10564,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
9642,PSYC894,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,person 236,4,2,4,,2017,2,219
9676,PSYC894,redacted,10705,MPsych Advanced Psychology,redacted,person 236,4,4,4,,2017,2,219
9730,PSYC894,redacted,10514,BSc (Hons) Psychology Stage 1,redacted,person 236,5,5,5,,2017,2,219
9779,PSYC894,redacted,10656,BSc (Hons) Psychology Stage 1,redacted,person 236,3,3,3,,2017,2,219
9786,PSYC894,redacted,10657,BSc (Hons) Psychology Stage 1,redacted,person 236,3,3,3,,2017,2,219
9871,PSYC894,redacted,10670,MPsych Advanced Psychology,redacted,person 236,5,5,5,,2017,2,219
9925,PSYC894,redacted,10580,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,4,,2017,2,219
9939,PSYC894,redacted,10789,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
10117,PSYC894,redacted,10704,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
10300,PSYC894,redacted,10540,BSc (Hons) Psychology Stage 1,redacted,person 236,4,5,5,,2017,2,219
10372,PSYC894,redacted,10639,BSc (Hons) Psychology Stage 1,redacted,person 236,0,0,0,,2017,2,219
10386,PSYC894,redacted,10461,BSc (Hons) Psychology Stage 1,redacted,person 236,4,3,3,,2017,2,219
10528,PSYC894,redacted,10472,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
10570,PSYC894,redacted,10682,BSc (Hons) Psychology Stage 1,redacted,person 236,4,4,4,,2017,2,219
10597,PSYC894,redacted,10686,BSc (Hons) Criminology and Criminal Justice Studies with Psychology Stage 1,redacted,person 236,5,5,5,,2017,2,219
7635,PSYC545,redacted,910,BSc (Hons) Psychology,redacted,person 131,5,5,5,,2017,2,224
7709,PSYC545,redacted,851,BSc (Hons) Psychology,redacted,person 131,5,5,5,,2017,2,224
7718,PSYC545,redacted,820,BSc (Hons) Psychology,redacted,person 131,5,5,5,,2017,2,224
7741,PSYC545,redacted,806,BSc (Hons) Psychology,redacted,person 131,5,5,5,,2017,2,224
7750,PSYC545,redacted,803,BSc (Hons) Psychology,redacted,person 131,5,5,5,,2017,2,224
2585,PSYC323,redacted,10101,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
2678,PSYC323,redacted,9964,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
2769,PSYC323,redacted,10093,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3097,PSYC323,redacted,10131,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3137,PSYC323,redacted,9936,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3196,PSYC323,redacted,9605,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3402,PSYC323,redacted,10189,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3455,PSYC323,redacted,10050,BSc (Hons) Psychology Stage 2,redacted,person 131,4,4,4,,2017,1,224
3464,PSYC323,redacted,10096,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3531,PSYC323,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3837,PSYC323,redacted,10023,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
3941,PSYC323,redacted,10037,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4182,PSYC323,redacted,9972,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4245,PSYC323,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4439,PSYC323,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4471,PSYC323,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4484,PSYC323,redacted,10208,BSc (Hons) Psychology Stage 2,redacted,person 131,4,4,4,,2017,1,224
4562,PSYC323,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 131,5,4,4,,2017,1,224
4701,PSYC323,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 131,4,4,3,,2017,1,224
4755,PSYC323,redacted,10182,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4860,PSYC323,redacted,10018,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4944,PSYC323,redacted,10183,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
4965,PSYC323,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
5021,PSYC323,redacted,10161,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
5085,PSYC323,redacted,10099,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
5161,PSYC323,redacted,10151,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
5471,PSYC323,redacted,10011,BSc (Hons) Psychology Stage 2,redacted,person 131,4,5,5,,2017,1,224
5645,PSYC323,redacted,9994,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
5658,PSYC323,redacted,10160,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
6072,PSYC323,redacted,10152,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
6129,PSYC323,redacted,10199,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
6142,PSYC323,redacted,9954,MPsych Advanced Psychology,redacted,person 131,5,5,5,,2017,1,224
6155,PSYC323,redacted,10214,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
6435,PSYC323,redacted,0,,redacted,person 131,5,5,5,,2017,1,224
6473,PSYC323,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
6903,PSYC323,redacted,10320,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
6953,PSYC323,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
7347,PSYC323,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,person 131,5,4,5,,2017,1,224
7409,PSYC323,redacted,9746,BSc (Hons) Psychology Stage 2,redacted,person 131,5,5,5,,2017,1,224
7461,PSYC323,redacted,10310,BSc (Hons) Psychology Stage 2,redacted,person 131,4,5,5,,2017,1,224
7511,PSYC323,redacted,9966,BSc (Hons) Psychology Stage 2,redacted,person 131,4,4,4,,2017,1,224
7825,PSYC471,redacted,10480,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
7859,PSYC471,redacted,10468,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
7893,PSYC471,redacted,10117,BSc (Hons) Psychology Stage 1,redacted,person 166,5,4,4,,2017,2,225
7913,PSYC471,redacted,10631,BSc (Hons) Psychology Stage 1,redacted,person 166,4,3,3,,2017,2,225
7960,PSYC471,redacted,10700,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
7982,PSYC471,redacted,10707,BSc (Hons) Psychology Stage 1,redacted,person 166,3,3,3,,2017,2,225
7996,PSYC471,redacted,10714,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
8017,PSYC471,redacted,10617,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
8031,PSYC471,redacted,10587,BSc (Hons) Psychology Stage 1,redacted,person 166,2,2,2,,2017,2,225
8038,PSYC471,redacted,10561,BSc (Hons) Psychology Stage 1,redacted,person 166,4,5,4,,2017,2,225
8052,PSYC471,redacted,10602,BSc (Hons) Psychology Stage 1,redacted,person 166,4,1,2,,2017,2,225
8173,PSYC471,redacted,10462,MPsych Advanced Psychology,redacted,person 166,3,3,3,,2017,2,225
8187,PSYC471,redacted,10651,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
8201,PSYC471,redacted,10454,BSc (Hons) Psychology Stage 1,redacted,person 166,3,2,3,,2017,2,225
8215,PSYC471,redacted,10713,BSc (Hons) Psychology Stage 1,redacted,person 166,3,3,3,,2017,2,225
8229,PSYC471,redacted,10627,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
8243,PSYC471,redacted,10608,BSc (Hons) Psychology Stage 1,redacted,person 166,4,3,4,,2017,2,225
8257,PSYC471,redacted,10590,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
8271,PSYC471,redacted,10684,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
8285,PSYC471,redacted,10527,MPsych Advanced Psychology,redacted,person 166,4,2,3,,2017,2,225
8306,PSYC471,redacted,10673,MPsych Advanced Psychology,redacted,person 166,4,4,4,,2017,2,225
8320,PSYC471,redacted,10663,MPsych Advanced Psychology,redacted,person 166,4,1,2,,2017,2,225
8334,PSYC471,redacted,10413,MPsych Advanced Psychology,redacted,person 166,4,4,4,,2017,2,225
8348,PSYC471,redacted,10596,BSc (Hons) Psychology Stage 1,redacted,person 166,4,3,4,,2017,2,225
8390,PSYC471,redacted,10638,BSc (Hons) Psychology Stage 1,redacted,person 166,4,2,4,,2017,2,225
8404,PSYC471,redacted,10434,BSc (Hons) Psychology Stage 1,redacted,person 166,4,2,3,,2017,2,225
8530,PSYC471,redacted,10763,BSc (Hons) Psychology Stage 1,redacted,person 166,4,2,4,,2017,2,225
8630,PSYC471,redacted,10612,BSc (Hons) Psychology Stage 1,redacted,person 166,2,4,2,,2017,2,225
8816,PSYC471,redacted,10504,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
8982,PSYC471,redacted,10488,BSc (Hons) Psychology Stage 1,redacted,person 166,5,2,2,,2017,2,225
9006,PSYC471,redacted,10737,BSc (Hons) Psychology Stage 1,redacted,person 166,5,1,0,,2017,2,225
9117,PSYC471,redacted,10424,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
9242,PSYC471,redacted,10483,BSc (Hons) Psychology Stage 1,redacted,person 166,3,3,3,,2017,2,225
9356,PSYC471,redacted,10624,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
9370,PSYC471,redacted,10600,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
9418,PSYC471,redacted,10710,BSc (Hons) Psychology Stage 1,redacted,person 166,5,4,5,,2017,2,225
9442,PSYC471,redacted,10800,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
9504,PSYC471,redacted,10695,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,5,,2017,2,225
9518,PSYC471,redacted,10640,BSc (Hons) Psychology Stage 1,redacted,person 166,4,2,3,,2017,2,225
9546,PSYC471,redacted,10564,BSc (Hons) Psychology Stage 1,redacted,person 166,4,4,4,,2017,2,225
9641,PSYC471,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,person 166,5,4,5,,2017,2,225
9675,PSYC471,redacted,10705,MPsych Advanced Psychology,redacted,person 166,4,4,4,,2017,2,225
9729,PSYC471,redacted,10514,BSc (Hons) Psychology Stage 1,redacted,person 166,5,5,5,,2017,2,225
9778,PSYC471,redacted,10656,BSc (Hons) Psychology Stage 1,redacted,person 166,3,3,3,,2017,2,225
9785,PSYC471,redacted,10657,BSc (Hons) Psychology Stage 1,redacted,person 166,4,3,4,,2017,2,225
